"path","functional_area","disposition","v2_destination_or_replacement","reason","required_invariant_to_preserve","migration_milestone","inspection_basis","source_lines","internal_imports","inbound_imports"
"src/ai4s_agent/domains/oled_reviewed_evidence_staging_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1569","7","0"
"src/ai4s_agent/domains/oled_reviewed_extraction_candidates.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","809","4","0"
"src/ai4s_agent/domains/oled_reviewed_gold_candidates.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","780","6","0"
"src/ai4s_agent/domains/oled_schema_candidate_compiler.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","970","3","0"
"src/ai4s_agent/domains/oled_split_leakage.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","256","1","0"
"src/ai4s_agent/domains/oled_supplementary_evidence_recovery.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","944","2","0"
"src/ai4s_agent/domains/oled_supplementary_locator_adjudication.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","764","2","0"
"src/ai4s_agent/domains/oled_supplementary_locator_review.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","718","3","0"
"src/ai4s_agent/domains/oled_supplementary_material_identity_candidate_request.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1234","4","0"
"src/ai4s_agent/domains/oled_supplementary_material_identity_evidence_response.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","2528","3","0"
"src/ai4s_agent/domains/oled_supplementary_material_identity_review.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","2594","4","0"
"src/ai4s_agent/domains/oled_supplementary_mineru_execution.py","OLED provider integration","PLUGIN","src/molly/documents/parsers/mineru.py; plugins/br1_inverse_design/","MinerU-dependent extraction stays optional and outside Core/minimal.","Parser output is normalized and provenance-bound; optional dependencies are not mandatory.","CORE-04,CORE-06","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","609","2","0"
"src/ai4s_agent/domains/oled_supplementary_parser_preflight.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","674","2","0"
"src/ai4s_agent/domains/oled_supplementary_scoped_candidate_request.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","702","5","0"
"src/ai4s_agent/domains/oled_supplementary_scoped_candidate_response.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1399","6","0"
"src/ai4s_agent/domains/oled_supplementary_semantic_review.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","2504","4","0"
"src/ai4s_agent/domains/oled_supplementary_source_intake.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","742","1","0"
"src/ai4s_agent/domains/oled_supplementary_source_transcription_review.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","2750","4","0"
"src/ai4s_agent/domains/oled_tabular_backend.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","286","4","0"
"src/ai4s_agent/domains/oled_text_evidence_candidates.py","OLED reviewed-governance module","SIMPLIFY","src/molly/domains/oled/; src/molly/evidence/reviews.py","Retain reviewed OLED identity, units, conflict, leakage, and publication semantics after removing layered v1 governance authority.","OLED records preserve identity, units, conditions, review status, duplicate/conflict handling, and source lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","473","1","0"
"src/ai4s_agent/domains/oled_units.py","OLED ontology and evidence","MIGRATE","src/molly/domains/oled/; src/molly/evidence/","Retain pure OLED ontology, condition, unit, identity, and evidence semantics under bounded contracts.","A domain fact carries source locator, condition/unit semantics, claim level, and immutable input lineage.","CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","422","0","0"
"src/ai4s_agent/durable_job_control.py","remote and worker execution","PLUGIN","plugins/remote_compute/","Remote submit/inspect/collect and worker lifecycle behavior remains an optional durable compute plugin.","Remote jobs are idempotent, restart-safe, server-credentialed, and never mandatory for Core/minimal.","CORE-06","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","282","3","0"
"src/ai4s_agent/error_taxonomy.py","legacy error classification","SIMPLIFY","src/molly/core/validation.py","Retain only bounded validation/error categories; do not add the unauthorized error-propagation research model.","Failures are explicit and fail closed without a propagation runtime.","CORE-01","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","68","1","0"
"src/ai4s_agent/execution_agent.py","v1 execution authority","ARCHIVE","none (frozen v1 only)","Legacy execution confirmations, policy layers, and authority gates are frozen; Core v2 uses one ToolPolicy and exact ApprovalRecord.","No duplicate execution authority or v1 approval wrapper is required by Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","2275","6","0"
"src/ai4s_agent/execution_agent_store.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1041","2","0"
"src/ai4s_agent/execution_agent_v2.py","v1 execution authority","ARCHIVE","none (frozen v1 only)","Legacy execution confirmations, policy layers, and authority gates are frozen; Core v2 uses one ToolPolicy and exact ApprovalRecord.","No duplicate execution authority or v1 approval wrapper is required by Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","3135","12","0"
"src/ai4s_agent/execution_confirmation.py","v1 execution authority","ARCHIVE","none (frozen v1 only)","Legacy execution confirmations, policy layers, and authority gates are frozen; Core v2 uses one ToolPolicy and exact ApprovalRecord.","No duplicate execution authority or v1 approval wrapper is required by Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","134","4","0"
"src/ai4s_agent/execution_policy.py","v1 execution authority","ARCHIVE","none (frozen v1 only)","Legacy execution confirmations, policy layers, and authority gates are frozen; Core v2 uses one ToolPolicy and exact ApprovalRecord.","No duplicate execution authority or v1 approval wrapper is required by Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","206","6","0"
"src/ai4s_agent/executor.py","v1 execution authority","SIMPLIFY","src/molly/core/agent_loop.py; src/molly/core/runs.py","Extract one bounded validate-policy-execute-publish path without migrating the v1 executor stack.","Exactly one policy-checked execution path publishes artifacts and appends factual ledger records.","CORE-02","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","5724","26","0"
"src/ai4s_agent/external_approval_compat.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","13","1","0"
"src/ai4s_agent/external_approvals.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","259","5","0"
"src/ai4s_agent/gatekeeper.py","v1 execution authority","ARCHIVE","none (frozen v1 only)","Legacy execution confirmations, policy layers, and authority gates are frozen; Core v2 uses one ToolPolicy and exact ApprovalRecord.","No duplicate execution authority or v1 approval wrapper is required by Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","39","1","0"
"src/ai4s_agent/generation_publication.py","BR1 scientific integration","PLUGIN","plugins/br1_inverse_design/","BR1 preparation, model, generation, prediction, and evaluation remain optional plugin capabilities governed by the parity contract.","Fresh/current-run model and generation lineage is required; no historical artifact satisfies a fresh-real claim.","CORE-06","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","478","0","0"
"src/ai4s_agent/harness_tracing.py","observability","PLUGIN","src/molly/observability/","Observer/exporter integrations remain optional and read-only over the factual ledger.","Exporter failure is non-fatal and observability payloads obey the privacy boundary.","CORE-07","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","958","2","0"
"src/ai4s_agent/job_manager.py","remote and worker execution","PLUGIN","plugins/remote_compute/","Remote submit/inspect/collect and worker lifecycle behavior remains an optional durable compute plugin.","Remote jobs are idempotent, restart-safe, server-credentialed, and never mandatory for Core/minimal.","CORE-06","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","348","2","0"
"src/ai4s_agent/json_rmw_lock.py","core persistence utilities","MIGRATE","src/molly/core/_utils.py; src/molly/core/ledger.py","Retain canonicalization, digest, time, locking, and atomic-write helpers without the legacy package dependency.","Canonical serialization and atomic persistence are deterministic and content-addressed.","CORE-01","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","112","1","0"
"src/ai4s_agent/langsmith_adapter.py","observability","PLUGIN","src/molly/observability/","Observer/exporter integrations remain optional and read-only over the factual ledger.","Exporter failure is non-fatal and observability payloads obey the privacy boundary.","CORE-07","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","279","3","0"
"src/ai4s_agent/literature_intake.py","literature acquisition","MIGRATE","src/molly/acquisition/","Replace PDF/conversation/gate coupling with conservative metadata, resolution, cache, fetch, and provenance contracts.","Only allowlisted legal sources produce content-addressed artifacts with acquisition provenance.","CORE-03","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","975","6","0"
"src/ai4s_agent/llm_invocation_artifacts.py","LLM provider boundary","SIMPLIFY","src/molly/llm/","Retain role-bound provider/profile and structured-output contracts as optional Core capabilities.","Prompts, models, schemas, and responses are digest-bound; credentials are never model-visible.","CORE-02,CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","564","1","0"
"src/ai4s_agent/llm_provider.py","LLM provider boundary","SIMPLIFY","src/molly/llm/","Retain role-bound provider/profile and structured-output contracts as optional Core capabilities.","Prompts, models, schemas, and responses are digest-bound; credentials are never model-visible.","CORE-02,CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1161","2","0"
"src/ai4s_agent/llm_provider_resolution.py","LLM provider boundary","SIMPLIFY","src/molly/llm/","Retain role-bound provider/profile and structured-output contracts as optional Core capabilities.","Prompts, models, schemas, and responses are digest-bound; credentials are never model-visible.","CORE-02,CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","212","3","0"
"src/ai4s_agent/llm_settings.py","LLM provider boundary","SIMPLIFY","src/molly/llm/","Retain role-bound provider/profile and structured-output contracts as optional Core capabilities.","Prompts, models, schemas, and responses are digest-bound; credentials are never model-visible.","CORE-02,CORE-05","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","689","2","0"
"src/ai4s_agent/local_security.py","local security boundary","MIGRATE","src/molly/core/security.py; src/molly/acquisition/config.py","Retain path and credential boundary checks under the frozen acquisition/security contract.","Credentials are server-owned and no untrusted path or URL crosses a boundary unchecked.","CORE-03","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","59","0","0"
"src/ai4s_agent/local_worker_loop.py","remote and worker execution","PLUGIN","plugins/remote_compute/","Remote submit/inspect/collect and worker lifecycle behavior remains an optional durable compute plugin.","Remote jobs are idempotent, restart-safe, server-credentialed, and never mandatory for Core/minimal.","CORE-06","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","36","1","0"
"src/ai4s_agent/local_worker_runner.py","remote and worker execution","PLUGIN","plugins/remote_compute/","Remote submit/inspect/collect and worker lifecycle behavior remains an optional durable compute plugin.","Remote jobs are idempotent, restart-safe, server-credentialed, and never mandatory for Core/minimal.","CORE-06","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","317","3","0"
"src/ai4s_agent/memory.py","conversation and memory projection","DEFER","optional src/molly/api.py; src/molly/cli.py","Conversation and memory are optional projection layers, not Core execution authority.","Core runs, artifacts, and reviews remain usable without conversation persistence.","after CORE-07","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","397","3","0"
"src/ai4s_agent/mineru_api_client.py","MinerU provider integration","PLUGIN","src/molly/documents/parsers/mineru.py","MinerU endpoint, profile, normalization, and preflight behavior remains optional parser integration.","No MinerU package, endpoint, or credential is required by Core/minimal.","CORE-04","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","696","1","0"
"src/ai4s_agent/mineru_endpoint_preflight.py","MinerU provider integration","PLUGIN","src/molly/documents/parsers/mineru.py","MinerU endpoint, profile, normalization, and preflight behavior remains optional parser integration.","No MinerU package, endpoint, or credential is required by Core/minimal.","CORE-04","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","571","3","0"
"src/ai4s_agent/mineru_endpoint_profiles.py","MinerU provider integration","PLUGIN","src/molly/documents/parsers/mineru.py","MinerU endpoint, profile, normalization, and preflight behavior remains optional parser integration.","No MinerU package, endpoint, or credential is required by Core/minimal.","CORE-04","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","332","0","0"
"src/ai4s_agent/mineru_output_normalizer.py","MinerU provider integration","PLUGIN","src/molly/documents/parsers/mineru.py","MinerU endpoint, profile, normalization, and preflight behavior remains optional parser integration.","No MinerU package, endpoint, or credential is required by Core/minimal.","CORE-04","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","695","4","0"
"src/ai4s_agent/mineru_preflight_binding.py","MinerU provider integration","PLUGIN","src/molly/documents/parsers/mineru.py","MinerU endpoint, profile, normalization, and preflight behavior remains optional parser integration.","No MinerU package, endpoint, or credential is required by Core/minimal.","CORE-04","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","134","3","0"
"src/ai4s_agent/molly_worker.py","remote and worker execution","PLUGIN","plugins/remote_compute/","Remote submit/inspect/collect and worker lifecycle behavior remains an optional durable compute plugin.","Remote jobs are idempotent, restart-safe, server-credentialed, and never mandatory for Core/minimal.","CORE-06","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","2973","6","0"
"src/ai4s_agent/observability_config.py","observability","PLUGIN","src/molly/observability/","Observer/exporter integrations remain optional and read-only over the factual ledger.","Exporter failure is non-fatal and observability payloads obey the privacy boundary.","CORE-07","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","134","1","0"
"src/ai4s_agent/observability_correlation.py","observability","PLUGIN","src/molly/observability/","Observer/exporter integrations remain optional and read-only over the factual ledger.","Exporter failure is non-fatal and observability payloads obey the privacy boundary.","CORE-07","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","154","1","0"
"src/ai4s_agent/ocsr_candidate_execution.py","OCR/OCSR experimental integration","DEFER","optional future document plugin","OCSR remains outside Core v2 readiness scope and is not required for the parser contract.","No OCR dependency is introduced into Core/minimal.","after CORE-07","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1079","0","0"
"src/ai4s_agent/ocsr_crop_preprocessing.py","OCR/OCSR experimental integration","DEFER","optional future document plugin","OCSR remains outside Core v2 readiness scope and is not required for the parser contract.","No OCR dependency is introduced into Core/minimal.","after CORE-07","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","859","3","0"
"src/ai4s_agent/ocsr_real_corpus_benchmark.py","OCR/OCSR experimental integration","DEFER","optional future document plugin","OCSR remains outside Core v2 readiness scope and is not required for the parser contract.","No OCR dependency is introduced into Core/minimal.","after CORE-07","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1933","1","0"
"src/ai4s_agent/oled_bounded_discovery_controller.py","v1 controller, replanner, and recovery","ARCHIVE","none (frozen v1 only)","Archive the v1 controller/replanner/recovery authority stack; AgentLoop and RunLedger are the only future execution concepts.","No controller, replanner, autonomous recovery, or second state machine is imported by Core v2.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1351","10","0"
"src/ai4s_agent/oled_bounded_discovery_session.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","2900","19","0"
"src/ai4s_agent/oled_bounded_discovery_session_actions.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","911","9","0"
"src/ai4s_agent/oled_bounded_discovery_session_view.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","363","2","0"
"src/ai4s_agent/oled_candidate_decision.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1031","10","0"
"src/ai4s_agent/oled_categorical_dataset_execution.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","522","7","0"
"src/ai4s_agent/oled_categorical_gold_dataset_admission.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","156","7","0"
"src/ai4s_agent/oled_experiment_batch_selection.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","2791","6","0"
"src/ai4s_agent/oled_generated_candidate_evaluation.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","1254","11","0"
"src/ai4s_agent/oled_gold_admission_preflight.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","132","6","0"
"src/ai4s_agent/oled_gold_candidate_postwrite_verifier.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","150","6","0"
"src/ai4s_agent/oled_gold_candidate_writer.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","245","7","0"
"src/ai4s_agent/oled_gold_successor_postwrite_verifier.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","158","7","0"
"src/ai4s_agent/oled_gold_successor_preflight.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","169","7","0"
"src/ai4s_agent/oled_gold_successor_writer.py","legacy v1 package","ARCHIVE","none (frozen v1 only)","Retain this v1 implementation in the immutable rollback line; it is not a Core v2 authority.","Frozen v1 behavior remains recoverable and is not imported by the Core v2 runtime.","C1,C2","exact HEAD bc379401fd4d88efc714fb878628cb29e49765d2 AST parse + source/import/inbound scan; representative source review","393","9","0"
